399336841,399336841,http://danshipper.com/nothing-happens-until-the-sale-is-made
405703836,405586642,http://google.com/producer/s/CBIw-8KRMg
486442139,486442139,http://johnquiggin.com/2013/11/23/why-spies-never-discover-anything-useful/
477706580,477706580,http://blogs.hbr.org/2013/11/real-men-go-to-sleep/
425686317,425686317,http://www.quora.com/Startups/What-is-an-acceptable-salary-for-a-startup-founder-looking-for-a-seed-type-investment
445437489,445437489,http://link.techcrunch.com/5163b74265217dc6e19f88f015msi.4wb/UkMIpsJSUIHqVcPUA8fdb
468909976,468909976,http://www.theatlantic.com/technology/archive/2013/10/victorian-trolling-how-con-artists-spammed-in-a-time-before-email/280939/
504830839,504830839,https://medium.com/medium-long/e50f65132b55
441364882,441364882,http://www.npr.org/blogs/health/2013/09/19/224052451/a-hospital-tells-police-where-fights-happen-and-crime-drops
311569174,311288666,http://www.nytimes.com/2013/03/06/opinion/the-country-that-stopped-reading.html?pagewanted=all&_r=0
475259028,475259028,http://www.nationalreview.com/agenda/363381/david-levinsons-vision-future-reihan-salam
313012699,306338807,http://www.theawl.com/2013/02/how-minority-report-trapped-us-in-a-world-of-bad-interfaces?utm_source=StartupDigest+Reading+List+%28best+articles+on+startup+life%29+%5BStartup+Digest%5D&utm_campaign=5692d88a7b-StartupDigest_Reading_List_Mar8&utm_medium=email
19104890,19104890,http://thoreau.eserver.org/life1.html
329231533,329231533,http://www.bizjournals.com/sanjose/news/2013/04/01/unusually-low-number-of-q1-vc-exits.html
221774259,221774259,http://lifehacker.com/5942908/slowing-down
184720743,184720743,http://james-iry.blogspot.mx/2009/05/brief-incomplete-and-mostly-wrong.html
415475130,415475130,http://act2.me/what-is-program-management/
436646622,436646622,http://qz.com/123642/physical-money-costs-americans-more-than-200-billion-each-year-so-why-bother/
35207760,35207760,http://ansuz.sooke.bc.ca/entry/23
467273149,466533715,http://techcrunch.com/2013/10/25/a-way-to-save-blackberry/?ncid=tcdaily
328417732,328417732,http://pandodaily.com/2013/04/02/an-acquisition-is-always-a-failure/
527874924,527874924,http://nymag.com/thecut/2014/01/sodastream-guilt-free-seltzer-or-blood-bubbles.html
541718794,541718794,http://homakov.blogspot.com/2014/02/how-i-hacked-github-again.html
443959082,443959082,https://medium.com/about-work/6aedba30ecfe
531192104,531192104,http://ariannasimpson.com/post/74400025051/this-is-what-its-like-to-be-a-woman-at-a-bitcoin
327296931,327296931,http://hackoftheday.securitytube.net/
237633735,237633735,http://www.slideshare.net/mattangriffel/how-we-unexpectedly-got-60k-users-in-60-hours
545547664,545547664,http://dailynorthwestern.com/2014/02/11/opinion/guest-column-fix-israel-palestine-conversation-through-focus-on-peace/
234994445,234994445,http://blog.linkedin.com/2012/10/11/indemand-employers-2012/
194194600,194194600,http://www.nacion.com/2011-09-27/ElPais/ocho-plantas--alimentaran-al-pais-de-energia-limpia-en--2013.aspx
538438533,538438533,http://wblinks.com/notes/aws-tips-i-wish-id-known-before-i-started/
515002982,515002982,http://www.theatlantic.com/business/archive/2014/01/everyone-you-know-really-did-just-get-engaged/282770/
510517365,510517365,http://www.theguardian.com/technology/2013/dec/27/how-to-be-a-hacker
444576304,444576304,http://www.newyorker.com/online/blogs/elements/2013/09/horse-ebooks-and-pronunciation-book-revealed.html
424535496,424535496,http://news.cnet.com/8301-17852_3-57600048-71/matt-damon-edward-snowden-did-a-great-thing/
510053584,510053584,http://www.berserkia.com/blog/doing-a-competitive-analysis
447109788,447109788,http://heavycatweb.net/website.php
410214897,410214897,http://www.salon.com/2013/08/03/give_manning_and_snowden_the_nobel_peace_prize/
395226255,395226255,http://simulacrum.cc/2013/07/10/three-trends-that-push-us-towards-an-unconditional-basic-income/
515169072,515169072,http://online.wsj.com/news/article_email/SB10001424052702303640604579298330921690014-lMyQjAxMTA0MDAwMzEwNDMyWj
440689944,440689944,https://medium.com/human-parts/20554f2f46e7
424259998,424259998,http://www.quora.com/Why-are-college-students-so-obsessed-with-Che-Guevara
461221980,461221980,https://www.youtube.com/watch?v=4Wb0CGGhjE4
501295393,501295393,http://www.slate.com/articles/life/education/2013/12/college_papers_students_hate_writing_them_professors_hate_grading_them_let.html
434041757,434041757,http://ideas.time.com/2013/09/09/the-mistake-busy-people-make/
321625597,321625597,http://www.youell.com/matt/writing/?p=785
536929378,536929378,http://www.inc.com/lou-adler/best-interview-question-ever.html
478736033,477242796,http://startupmanagement.org/2013/11/10/all-entrepreneurs-should-blog/?utm_source=Startup+Edition&utm_campaign=147f9f15f4-Startup_Edition_27&utm_medium=email&utm_term=0_dba0e151cb-147f9f15f4-77448005
521170616,521170616,http://www.nytimes.com/2014/01/12/opinion/sunday/goodnight-sleep-clean.html
412427580,412427580,http://www.aeonmagazine.com/living-together/do-we-have-a-privacy-instinct-or-are-we-wired-to-share/
446428537,446428537,http://blog.scripted.com/staff/nlp-hacking-in-python/
492230165,492230165,https://likeinamirror.wordpress.com/2013/12/01/satoshi-nakamoto-is-probably-nick-szabo/
525911363,525911363,http://blog.rongarret.info/2014/01/no-sum-of-all-positive-integers-is-not.html
419511321,419511321,http://www.strikemag.org/bullshit-jobs/
271593810,271593810,http://finance.fortune.cnn.com/2012/12/26/invest-big-data/
547153366,547153366,http://arstechnica.com/science/2014/02/crazy-ants-take-on-fire-ants-and-win/
433306140,433306140,https://medium.com/p/c7cc156bc5d9
488026096,488026096,http://priceonomics.com/the-strange-secrets-of-the-worlds-first/
500154455,499601232,http://www.nytimes.com/2013/12/12/opinion/burkeman-are-we-having-fun-yet.html?ref=international&_r=0
488383826,488383826,http://needwant.com/p/im-moving-san-francisco-st-louis/
439509831,439426943,http://www.nytimes.com/2013/09/17/opinion/let-the-poor-have-fun.html?_r=0
369581344,369108928,http://techcrunch.com/2013/05/30/apples-new-product-strategy/?ncid=tcdaily
455920479,455556125,http://techcrunch.com/2013/10/09/twitters-silent-chairman/?ncid=tcdaily
314587251,314587251,http://postmasculine.com/33-things-every-aspiring-entrepreneur-should-know
509896355,509896355,http://www.theatlantic.com/health/archive/2013/12/why-some-people-respond-to-stress-by-falling-asleep/282422/
478640558,478640558,http://techcrunch.com/2013/11/12/monument-valley/?ncid=tcdaily
414337174,414337174,http://online.wsj.com/article/SB10001424127887324110404578627712224845012.html
443651402,443651402,http://startupq8.com/2013/09/23/why-the-new-gmail-sucks/
498831945,498831945,http://www.theatlantic.com/business/archive/2013/12/yes-men-should-do-more-housework/282165/
477168949,476705556,http://www.nytimes.com/2013/11/10/jobs/embracing-the-millennials-mind-set-at-work.html?smid=fb-share&_r=0
329755773,329755773,http://www.attendly.com/the-real-story-on-how-google-analytics-got-started/
532392754,531878558,http://techcrunch.com/2014/01/25/if-they-were-looking-for-a-villain-you-just-gave-them-one/?ncid=tcdaily
546310984,546310984,http://www.theatlantic.com/education/archive/2014/02/what-college-graduates-regret/283808/
498942141,498822019,http://techcrunch.com/2013/12/10/meet-revolv-the-missing-link-to-the-modern-smart-home/?ncid=tcdaily
427067532,427067532,http://www.quora.com/Airplanes/Can-an-airplanes-exit-door-be-opened-in-mid-flight-If-so-how-much-effort-would-it-take
531994544,531852153,http://www.nytimes.com/2014/01/26/opinion/sunday/kristof-3-enemas-later-still-no-drugs.html?hp&rref=opinion&_r=0
496151529,496151529,https://medium.com/editors-picks/b4f31118a558
525785775,525785775,https://medium.com/design-ux/111767ddd8a8
420552351,420552351,http://www.hankboughtabus.com/a-tour-of-the-bus/
209797376,209797376,http://blogs.hbr.org/cs/2012/08/who_cares_if_samsung_copied_ap.html
364608154,364608154,http://www.boeing.com/boeing/commercial/startup/
421550873,421550873,http://www.businessweek.com/articles/2013-08-21/caffeine-spray-brought-to-you-by-peter-thiel-s-college-dropout-challenge
426579728,426579728,https://www.eff.org/deeplinks/2013/08/pushing-perfect-forward-secrecy-important-web-privacy-protection
439129828,439129828,http://www.chrisstucchio.com/blog/2013/hadoop_hatred.html
427889391,427889391,http://toddgoldberg.com/2013/08/30/why-i-quit-my-job-to-go-full-time-on-my-startup-weekend-venture-2/
393715213,393715213,http://www.pcworld.com/article/2043879/us-court-rejects-statesecrets-defense-in-nsa-surveillance-case.html
329652732,329652732,http://www.americantable.org/2012/07/how-bacon-and-eggs-became-the-american-breakfast/
855191,855191,http://www.joelonsoftware.com/articles/fog0000000069.html
275658986,275658986,http://www.nytimes.com/2013/01/04/science/study-in-science-shows-end-of-history-illusion.html
438930764,438930764,http://globaldev.co.uk/2013/09/ruby-tips-part-2/
412816230,412816230,http://blog.statuspage.io/5-steps-to-5000-in-monthly-recurring-revenue
523482929,523482929,http://www.theatlantic.com/technology/archive/2014/01/what-makes-a-good-toilet/282987/
515683173,515683173,http://www.washingtonpost.com/blogs/wonkblog/wp/2014/01/04/economists-agree-raising-the-minimum-wage-reduces-poverty/
463219081,463219081,https://medium.com/the-physics-arxiv-blog/1e223b77e60
317029043,317029043,http://swombat.com/2013/3/15/taking-the-leap
502535938,502535938,http://charlespetzold.com/blog/2013/12/I-Health-Insurer.html
460781986,460781986,http://jlongster.com/The-Story-of-My-Desk
381035829,380730669,http://www.nytimes.com/reuters/2013/06/17/business/17reuters-usa-patents-vibrators.html?ref=business
421499570,421499570,https://medium.com/editors-picks/5f54b9740aae
430152624,430046805,http://techcrunch.com/2013/09/03/amazon-now-offering-users-discounted-or-free-digital-versions-of-print-books-bought-through-its-site/?ncid=tcdaily
